event_id,player_id,player_name,team_id,team_name,period_id,time_seconds,standart_name,possession_name,possession_team_id,possession_number,attack_status_name,attack_type_name,attack_team_id,under_pressure,high_speed,action_id,type_name,result_id,generic_action_type_id,generic_action_type_name,start_x,start_y,end_x,end_y,body_name,gate_x,gate_y,result_name,seconds_since_poss,is_poss_team,is_att_team,_id
15926,2987,Harrison Afful,2176,Columbus Crew,1,2152.14,Throw-in,Start,2176,72,Start,throw-in attack,2176,FALSE,FALSE,1011,Attacking pass accurate,1,1,Pass,95.4,0,99.4,18.8,Unknown,0,0,success,0,TRUE,TRUE,1098448___72___15926___15929___no-goal
15927,183947,Gyasi Zardes,2176,Columbus Crew,1,2154.07,Open play,Ball possession,2176,72,Attack,throw-in attack,2176,FALSE,FALSE,22000,Ball receiving,1,22,Ball receiving,99.4,18.8,99.4,18.8,Unknown,0,0,success,1.930000000000291,TRUE,TRUE,1098448___72___15926___15929___no-goal
15928,183947,Gyasi Zardes,2176,Columbus Crew,1,2155.54,Open play,Ball possession,2176,72,Attack,throw-in attack,2176,FALSE,FALSE,1012,Attacking pass inaccurate,0,1,Pass,97.2,19,92.2,20.8,Unknown,0,0,fail,3.400000000000091,TRUE,TRUE,1098448___72___15926___15929___no-goal
15929,3962,Michael Bradley,3587,Toronto,1,2156.73,Open play,Transition of possession,2176,72,End,throw-in attack,2176,FALSE,FALSE,7000,Free ball pick up,1,7,Free ball pick up,92.2,20.8,92.2,20.8,Unknown,0,0,success,4.5900000000001455,FALSE,FALSE,1098448___72___15926___15929___no-goal
